startDate,count,quote1,quote2,quote3
20000624,54,True Love and a Crisis at Christmas (When Else)?,,
20000701,59,Political Fears Keep Brake On Thai Economic Revival,,
20000708,67,"Anticipate Financial Crises And Prepare, Greenspan Says",,
20000715,50,Africa's AIDS Crisis: Finding Common Ground,,
20000722,61,"Paid Notice: Deaths  BLUMENTHAL, LAWRENCE E.",,
20000729,53,BRAZIL DECISION ON BENEFITS POSTPONED,,
20000805,59,Power: Get It While It Lasts,,
20000812,51,Founder to Cut Holdings in Automotive Unit : Hyundai Announces Major Restructuring,,
20000819,51,New Minister Takes Aim At South Korean Banks,,
20000826,52,California Energy Crisis,,
20000902,65,A Danish Identity Crisis: Are We Europeans?,,
20000909,87,Sept. 3-9; Firestone's Tough Week,,
20000916,104,The 'Tequila Crisis': Take It With a Grain of Salt,,
20000923,107,The Nation: Crisis Management; There's No Shortage of Repositioning on Oil,,
20000930,82,Failed Deals Anger Seoul,,
20001007,112,LOSS OF CONFIDENCE IN PHILIPPINES,,
20001014,101,Cheney Presses Case for Shoring Up Military,,
20001021,64,Ex-Peru Spy Chief Says He'll Avoid Politics,,
20001028,78,Malaysia Eases Foreign Investment,,
20001104,91,President Could Be Picked Without Florida,,
20001111,84,Van Gundy Is Unfazed By a 'Crisis',,
20001118,83,"As Violence Flares in Kosovo, U.N. Aide Says 'Crisis' Persists",,
20001125,84,Israel's Crisis Within a War,,
20001202,98,"Rachel Daly, John Knox",,
20001209,84,"In Crisis, California to Force Big Utilities to Supply Power",,
20001216,78,"1900:American Empire : IN OUR PAGES:100, 75 AND 50 YEARS AGO",,
